reaction,biomass_type
transcription_TU0_6428_from_RpoD_mono,mRNA
transcription_TU00342_from_RPOE_MONOMER,mRNA
transcription_TU00342_from_RpoD_mono,mRNA
transcription_TU0_4404_from_RPON_MONOMER,mRNA
transcription_TU0_2742_from_RpoD_mono,mRNA
transcription_TU0_14794_from_RpoD_mono,mRNA
transcription_TU0_13058_from_RpoD_mono,mRNA
transcription_TU00480_with_TERM0322_from_RpoD_mono,mRNA
transcription_TU0_6441_from_RpoD_mono,mRNA
transcription_TU0_13829_from_RpoD_mono,mRNA
transcription_TU262_from_RpoD_mono,mRNA
transcription_TU0_13984_from_RpoD_mono,mRNA
transcription_TU0_13751_from_RpoD_mono,mRNA
transcription_TU00228_from_RpoD_mono,mRNA
transcription_TU00228_with_TERM0382_from_RpoD_mono,mRNA
transcription_TU0_12918_from_RpoD_mono,mRNA
transcription_TU00141_from_RpoD_mono,mRNA
transcription_TU0_14036_from_RpoD_mono,mRNA
transcription_TU0_13337_from_RpoD_mono,mRNA
transcription_TU00008_with_AROF_TYRA_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU00343_from_RpoD_mono,mRNA
transcription_TU0_6442_from_RpoD_mono,mRNA
transcription_TU0_14649_from_RpoD_mono,mRNA
transcription_TU_8427_from_RPOE_MONOMER,mRNA
transcription_TU00481_with_TERM0322_from_RpoD_mono,mRNA
transcription_TU0_14459_from_RpoD_mono,mRNA
transcription_TU681_from_RPOS_MONOMER,mRNA
transcription_TU0_4421_with_TERM0821_from_RpoD_mono,mRNA
transcription_TU0_8301_from_RpoD_mono,mRNA
transcription_TU263_from_RpoD_mono,mRNA
transcription_TU00229_from_RpoD_mono,mRNA
transcription_TU00142_with_TERM0222_from_RpoD_mono,mRNA
transcription_TU0_6443_with_TERM0_1040_from_RpoD_mono,mRNA
transcription_TU0_13924_from_RpoD_mono,mRNA
transcription_TU00344_from_RpoD_mono,mRNA
transcription_TU0_13451_from_RpoD_mono,mRNA
transcription_TU00414_with_TERM59_from_RPOH_MONOMER,mRNA
transcription_TU0_14037_from_RpoD_mono,mRNA
transcription_TU00009_with_AROGT1_from_RpoD_mono,mRNA
transcription_TU0_8743_from_RpoD_mono,mRNA
transcription_TU0_4441_from_RPON_MONOMER,mRNA
transcription_TU0_13394_from_RpoD_mono,mRNA
transcription_TU0_3102_from_RpoD_mono,mRNA
transcription_TU0_13284_from_RPOS_MONOMER,mRNA
transcription_TU00482_with_TERM0322_from_RpoD_mono,mRNA
transcription_TU0_14650_from_RpoD_mono,mRNA
transcription_TU0_8302_from_RpoD_mono,mRNA
transcription_TU0_6444_from_RPOS_MONOMER,mRNA
transcription_TU0_6444_from_RpoD_mono,mRNA
transcription_TU682_from_RpoD_mono,mRNA
transcription_TU0_14460_from_RPOE_MONOMER,mRNA
transcription_TU0_7081_from_RpoD_mono,mRNA
transcription_TU27_with_TERM0461_from_RpoD_mono,mRNA
transcription_TU0_13130_from_RpoD_mono,mRNA
transcription_TU0_14798_with_TERM0_1144_from_RpoD_mono,mRNA
transcription_TU0_13579_from_RpoD_mono,mRNA
transcription_TU00230_from_RpoD_mono,mRNA
transcription_TU00345_with_TERM0_1132_from_RpoD_mono,mRNA
transcription_TU0_4444_with_TERM0681_from_RpoD_mono,mRNA
transcription_TU0_3103_from_RpoD_mono,mRNA
transcription_TU0_7321_from_RpoD_mono,mRNA
transcription_TU00415_with_TERM42_from_RpoD_mono,mRNA
transcription_TU0_8321_from_RpoD_mono,mRNA
transcription_TU0_14039_from_RpoD_mono,mRNA
transcription_TU0_7141_from_RpoD_mono,mRNA
transcription_TU00010_with_AROH_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU0_13061_from_RpoD_mono,mRNA
transcription_TU0_6481_from_RpoD_mono,mRNA
transcription_TU00483_with_TERM0322_from_RpoD_mono,mRNA
transcription_TU00356_with_TERM0_1143_from_RpoD_mono,mRNA
transcription_TU0_14651_from_RpoD_mono,mRNA
transcription_TU0_4461_from_RpoD_mono,mRNA
transcription_TU0_8823_from_RpoD_mono,mRNA
transcription_TU0_3104_from_RpoD_mono,mRNA
transcription_TU281_from_RpoD_mono,mRNA
transcription_TU0_13636_from_RpoD_mono,mRNA
transcription_TU684_from_RpoD_mono,mRNA
transcription_TU00144_from_RpoD_mono,mRNA
transcription_TU0_14668_from_RPOS_MONOMER,mRNA
transcription_TU0_14668_from_RpoD_mono,mRNA
transcription_TU0_13225_from_RpoD_mono,mRNA
transcription_TU00346_from_RpoD_mono,mRNA
transcription_TU0_7341_with_TERM0661_from_RpoD_mono,mRNA
transcription_TU0_7161_from_RpoD_mono,mRNA
transcription_TU0_13580_from_RpoD_mono,mRNA
transcription_TU00231_with_ACCCT1_from_RpoD_mono,mRNA
transcription_TU0_8814_from_RpoD_mono,mRNA
transcription_TU0_8323_with_TERM4_from_EG11355_MONOMER,mRNA
transcription_TU0_6482_from_RpoD_mono,mRNA
transcription_TU0_4462_from_RpoD_mono,mRNA
transcription_TU0_3122_from_RpoD_mono,mRNA
transcription_TU0_14559_from_RPOH_MONOMER,mRNA
transcription_TU0_12921_from_RpoD_mono,mRNA
transcription_TU0_12995_from_RpoD_mono,mRNA
transcription_TU0_13286_from_RpoD_mono,mRNA
transcription_TU00484_from_RpoD_mono,mRNA
transcription_TU0_13453_from_RpoD_mono,mRNA
transcription_TU00416_from_RpoD_mono,mRNA
transcription_TU00280_with_TERM71_from_RpoD_mono,mRNA
transcription_TU00075_with_TERM0_1108_from_RpoD_mono,mRNA
transcription_TU00011_from_RpoD_mono,mRNA
transcription_TU0_7162_from_RpoD_mono,mRNA
transcription_TU3_from_RpoD_mono,mRNA
transcription_TU0_13396_from_RpoD_mono,mRNA
transcription_TU0_13132_from_RpoD_mono,mRNA
transcription_TU00357_from_RpoD_mono,mRNA
transcription_TU0_12933_from_RpoD_mono,mRNA
transcription_TU0_7342_from_RPOS_MONOMER,mRNA
transcription_TU0_14669_from_RpoD_mono,mRNA
transcription_TU00146_with_TERM44_from_RpoD_mono,mRNA
transcription_TU0_14652_from_RpoD_mono,mRNA
transcription_TU0_8324_from_RpoD_mono,mRNA
transcription_TU00347_with_TERM87_from_RpoD_mono,mRNA
transcription_TU0_4482_from_RPOH_MONOMER,mRNA
transcription_TU0_6483_from_RpoD_mono,mRNA
transcription_TU0_3123_from_RpoD_mono,mRNA
transcription_TU0_8815_from_RpoD_mono,mRNA
transcription_TU0_13637_from_RpoD_mono,mRNA
transcription_TU00232_from_RpoD_mono,mRNA
transcription_TU0_7163_from_RpoD_mono,mRNA
transcription_TU0_13063_from_RpoD_mono,mRNA
transcription_TU0_13287_from_RpoD_mono,mRNA
transcription_TU00485_from_RpoD_mono,mRNA
transcription_TU00076_from_RpoD_mono,mRNA
transcription_TU0_12924_from_RpoD_mono,mRNA
transcription_TU00417_from_RPOH_MONOMER,mRNA
transcription_TU0_4483_with_TERM0183_from_RpoD_mono,mRNA
transcription_TU0_3124_from_RpoD_mono,mRNA
transcription_TU301_with_TERM8_from_RpoD_mono,mRNA
transcription_TU00281_with_TERMGLYS_from_RpoD_mono,mRNA
transcription_TU0_14670_from_RpoD_mono,mRNA
transcription_TU00012_with_AROPT1_from_RpoD_mono,mRNA
transcription_TU0_14561_from_RPOH_MONOMER,mRNA
transcription_TU0_13589_from_RpoD_mono,mRNA
transcription_TU00147_from_RpoD_mono,mRNA
transcription_TU00348_from_RpoD_mono,mRNA
transcription_TU0_7164_from_RpoD_mono,mRNA
transcription_TU0_14653_from_RpoD_mono,mRNA
transcription_TU0_13935_from_RpoD_mono,mRNA
transcription_TU686_from_RPON_MONOMER,mRNA
transcription_TU0_14465_with_TERM0_1039_from_RPOH_MONOMER,mRNA
transcription_TU0_13529_from_RpoD_mono,mRNA
transcription_TU0_7401_with_TERM0702_from_RpoD_mono,mRNA
transcription_TU00233_from_RpoD_mono,mRNA
transcription_TU0_6485_with_TERM0_1109_from_RpoD_mono,mRNA
transcription_TU302_from_RpoD_mono,mRNA
transcription_TU0_13134_from_RpoD_mono,mRNA
transcription_TU0_14805_from_EG11355_MONOMER,mRNA
transcription_TU00148_from_RpoD_mono,mRNA
transcription_TU00418_from_RPOH_MONOMER,mRNA
transcription_TU0_14042_from_RpoD_mono,mRNA
transcription_TU00349_with_TERM84_from_RpoD_mono,mRNA
transcription_TU00013_from_RpoD_mono,mRNA
transcription_TU0_4502_from_RpoD_mono,mRNA
transcription_TU0_13399_from_RpoD_mono,mRNA
transcription_TU0_12797_from_RpoD_mono,mRNA
transcription_TU00359_with_SPEDT1_from_RpoD_mono,mRNA
transcription_TU0_7421_with_TERM0741_from_RPOS_MONOMER,mRNA
transcription_TU0_7421_with_TERM0741_from_RpoD_mono,mRNA
transcription_TU0_14654_from_RpoD_mono,mRNA
transcription_TU0_14562_from_RpoD_mono,mRNA
transcription_TU0_8659_from_RpoD_mono,mRNA
transcription_TU00487_from_RpoD_mono,mRNA
transcription_TU0_14466_from_RPOH_MONOMER,mRNA
transcription_TU00078_from_RpoD_mono,mRNA
transcription_TU0_14313_from_RpoD_mono,mRNA
transcription_TU0_14806_from_EG11355_MONOMER,mRNA
transcription_TU00234_with_ACRFT1_from_RpoD_mono,mRNA
transcription_TU0_4504_from_RpoD_mono,mRNA
transcription_TU0_12935_from_RpoD_mono,mRNA
transcription_TU0_3145_from_RpoD_mono,mRNA
transcription_TU0_14672_from_RpoD_mono,mRNA
transcription_TU305_with_TERM0_1047_from_RpoD_mono,mRNA
transcription_TU0_13135_from_RpoD_mono,mRNA
transcription_TU0_14113_from_RpoD_mono,mRNA
transcription_TU0_8368_from_RpoD_mono,mRNA
transcription_TU00351_from_RpoD_mono,mRNA
transcription_TU0_12926_from_RpoD_mono,mRNA
transcription_TU0_7441_from_RpoD_mono,mRNA
transcription_TU0_12998_from_RpoD_mono,mRNA
transcription_TU0_8818_from_RpoD_mono,mRNA
transcription_TU0_13639_from_RpoD_mono,mRNA
transcription_TU00283_from_RpoD_mono,mRNA
transcription_TU0_13343_from_RpoD_mono,mRNA
transcription_TU00014_from_RpoD_mono,mRNA
transcription_TU0_6501_from_RpoD_mono,mRNA
transcription_TU0_3161_from_RpoD_mono,mRNA
transcription_TU00360_from_RpoD_mono,mRNA
transcription_TU0_13066_from_RpoD_mono,mRNA
transcription_TU00488_with_TERM71_from_RpoD_mono,mRNA
transcription_TU00079_with_TERM0_1111_from_RpoD_mono,mRNA
transcription_TU701_from_RPOS_MONOMER,mRNA
transcription_TU701_from_RpoD_mono,mRNA
transcription_TU0_14673_from_RpoD_mono,mRNA
transcription_TU0_14467_with_TERM0862_from_RpoD_mono,mRNA
transcription_TU0_14467_with_TERM0862_from_RPOH_MONOMER,mRNA
transcription_TU0_14563_from_RPOH_MONOMER,mRNA
transcription_TU0_13591_from_RpoD_mono,mRNA
transcription_TU0_7202_from_RpoD_mono,mRNA
transcription_TU306_with_TERM0_1047_from_RpoD_mono,mRNA
transcription_TU0_13136_from_RpoD_mono,mRNA
transcription_TU0_14239_from_RpoD_mono,mRNA
transcription_TU0_7461_with_TERM0761_from_RpoD_mono,mRNA
transcription_TU00150_from_RpoD_mono,mRNA
transcription_TU00235_with_TERM181_from_RpoD_mono,mRNA
transcription_TU00352_with_TERM72_from_RpoD_mono,mRNA
transcription_TU0_13835_from_RpoD_mono,mRNA
transcription_TU0_14314_from_RpoD_mono,mRNA
transcription_TU0_3162_from_RpoD_mono,mRNA
transcription_TU0_8373_from_RPOE_MONOMER,mRNA
transcription_TU0_12999_from_RpoD_mono,mRNA
transcription_TU0_14658_with_TERM84_from_RpoD_mono,mRNA
transcription_TU00015_from_RpoD_mono,mRNA
transcription_TU0_12800_from_RpoD_mono,mRNA
transcription_TU00080_from_RPOS_MONOMER,mRNA
transcription_TU0_7501_with_TERM0782_from_RpoD_mono,mRNA
transcription_TU0_14674_from_RpoD_mono,mRNA
transcription_TU0_8828_from_RpoD_mono,mRNA
transcription_TU0_3163_from_RpoD_mono,mRNA
transcription_TU341_with_TERM86_from_RpoD_mono,mRNA
transcription_TU0_6504_with_TERM0862_from_RpoD_mono,mRNA
transcription_TU702_from_RpoD_mono,mRNA
transcription_TU00151_from_FecI_mono,mRNA
transcription_TU0_14813_from_RPOS_MONOMER,mRNA
transcription_TU0_14813_from_RpoD_mono,mRNA
transcription_TU0_14661_from_RpoD_mono,mRNA
transcription_TU0_7262_from_RpoD_mono,mRNA
transcription_TU00236_from_RpoD_mono,mRNA
transcription_TU0_14565_from_RpoD_mono,mRNA
transcription_TU0_14115_from_RpoD_mono,mRNA
transcription_TU0_3202_from_RpoD_mono,mRNA
transcription_TU0_13931_from_RpoD_mono,mRNA
transcription_TU0_12928_from_RpoD_mono,mRNA
transcription_TU0_7521_from_RpoD_mono,mRNA
transcription_TU0_13836_from_RpoD_mono,mRNA
transcription_TU0_14315_from_RpoD_mono,mRNA
transcription_TU00081_from_RpoD_mono,mRNA
transcription_TU00285_from_RpoD_mono,mRNA
transcription_TU00016_from_RpoD_mono,mRNA
transcription_TU0_6505_from_RpoD_mono,mRNA
transcription_TU0_7281_from_RpoD_mono,mRNA
transcription_TU00362_from_RPOE_MONOMER,mRNA
transcription_TU0_14814_with_TERM0902_from_RpoD_mono,mRNA
transcription_TU0_14662_from_RpoD_mono,mRNA
transcription_TU00152_from_RPON_MONOMER,mRNA
transcription_TU00354_with_TERM0_1043_from_RpoD_mono,mRNA
transcription_TU_8439_from_RpoD_mono,mRNA
transcription_TU0_4545_from_RpoD_mono,mRNA
transcription_TU704_from_RpoD_mono,mRNA
transcription_TU0_13345_from_RpoD_mono,mRNA
transcription_TU00237_from_RpoD_mono,mRNA
transcription_TU0_6506_from_RpoD_mono,mRNA
transcription_TU0_8380_from_RpoD_mono,mRNA
transcription_TU0_14676_from_RPOS_MONOMER,mRNA
transcription_TU00082_from_RpoD_mono,mRNA
transcription_TU0_13593_from_RpoD_mono,mRNA
transcription_TU0_14816_from_RpoD_mono,mRNA
transcription_TU0_14663_from_RpoD_mono,mRNA
transcription_TU00423_with_TERM0_1129_from_RpoD_mono,mRNA
transcription_TU0_4562_with_TERM64_from_RpoD_mono,mRNA
transcription_TU0_14046_with_TERM0_1113_from_RpoD_mono,mRNA
transcription_TU00017_with_TERM88_from_RpoD_mono,mRNA
transcription_TU00153_with_TERM0801_from_RPON_MONOMER,mRNA
transcription_TU0_13837_from_RpoD_mono,mRNA
transcription_TU00363_from_RpoD_mono,mRNA
transcription_TU00355_from_RpoD_mono,mRNA
transcription_TU0_7301_from_RpoD_mono,mRNA
transcription_TU0_8822_from_RpoD_mono,mRNA
transcription_TU0_6507_with_TERM0841_from_RPOS_MONOMER,mRNA
transcription_TU721_from_RpoD_mono,mRNA
transcription_TU0_14470_from_RpoD_mono,mRNA
transcription_TU0_14470_from_RPOH_MONOMER,mRNA
transcription_TU0_4604_from_RpoD_mono,mRNA
transcription_TU0_3304_from_RpoD_mono,mRNA
transcription_TU0_14817_with_TERM0902_from_RpoD_mono,mRNA
transcription_TU0_13642_from_RpoD_mono,mRNA
transcription_TU0_14665_from_RpoD_mono,mRNA
transcription_TU00238_from_RpoD_mono,mRNA
transcription_TU0_14677_from_RPOS_MONOMER,mRNA
transcription_TU00083_with_TERM5_from_RpoD_mono,mRNA
transcription_TU0_14378_with_TERM0_1034_from_RpoD_mono,mRNA
transcription_TU0_13141_from_RpoD_mono,mRNA
transcription_TU0_8335_from_RpoD_mono,mRNA
transcription_TU00018_with_TERM88_from_RpoD_mono,mRNA
transcription_TU0_4623_from_RpoD_mono,mRNA
transcription_TU0_3305_with_RPLT_T2_from_RpoD_mono,mRNA
transcription_TU0_14818_from_RpoD_mono,mRNA
transcription_TU0_13838_from_RPOS_MONOMER,mRNA
transcription_TU0_14317_from_RpoD_mono,mRNA
transcription_TU0_8665_from_RpoD_mono,mRNA
transcription_TU0_13942_from_RpoD_mono,mRNA
transcription_TU0_14678_from_RPOS_MONOMER,mRNA
transcription_TU0_13233_from_RpoD_mono,mRNA
transcription_TU0_14471_from_RPOH_MONOMER,mRNA
transcription_TU0_13534_from_RpoD_mono,mRNA
transcription_TU00084_with_TERM5_from_RpoD_mono,mRNA
transcription_TU0_8526_from_RpoD_mono,mRNA
transcription_TU00239_from_RpoD_mono,mRNA
transcription_TU0_4624_from_RpoD_mono,mRNA
transcription_TU0_8336_from_RpoD_mono,mRNA
transcription_TU0_3341_from_RPON_MONOMER,mRNA
transcription_TU0_13142_from_RpoD_mono,mRNA
transcription_TU0_6509_from_RpoD_mono,mRNA
transcription_TU00155_from_RpoD_mono,mRNA
transcription_TU0_14118_from_RpoD_mono,mRNA
transcription_TU0_14819_from_RPOS_MONOMER,mRNA
transcription_TU0_14819_from_RpoD_mono,mRNA
transcription_TU0_13003_from_RpoD_mono,mRNA
transcription_TU00425_from_RpoD_mono,mRNA
transcription_TU0_14048_from_RpoD_mono,mRNA
transcription_TU00288_with_TERM50_from_RPOS_MONOMER,mRNA
transcription_TU00288_with_TERM50_from_RpoD_mono,mRNA
transcription_TU00019_from_RpoD_mono,mRNA
transcription_TU0_8754_from_RpoD_mono,mRNA
transcription_TU0_4642_from_RPOS_MONOMER,mRNA
transcription_TU0_12805_from_RpoD_mono,mRNA
transcription_TU00365_from_RpoD_mono,mRNA
transcription_TU0_8666_from_RpoD_mono,mRNA
transcription_TU0_7601_from_RpoD_mono,mRNA
transcription_TU0_13072_from_RpoD_mono,mRNA
transcription_TU00085_from_RpoD_mono,mRNA
transcription_TU0_0_from_RpoD_mono,mRNA
transcription_TU0_6510_from_RpoD_mono,mRNA
transcription_TU743_from_RpoD_mono,mRNA
transcription_TU0_14472_from_RpoD_mono,mRNA
transcription_TU0_14472_from_RPOH_MONOMER,mRNA
transcription_TU0_13839_from_RpoD_mono,mRNA
transcription_TU0_1482_from_RpoD_mono,mRNA
transcription_TU0_8527_from_RpoD_mono,mRNA
transcription_TU00240_from_RpoD_mono,mRNA
transcription_TU0_4681_from_RpoD_mono,mRNA
transcription_TU0_3382_from_RPOS_MONOMER,mRNA
transcription_TU0_3382_from_RpoD_mono,mRNA
transcription_TU0_13004_from_RpoD_mono,mRNA
transcription_TU00426_with_TERM5_from_RPOS_MONOMER,mRNA
transcription_TU00426_with_TERM5_from_RpoD_mono,mRNA
transcription_TU0_13644_from_RpoD_mono,mRNA
transcription_TU0_14049_from_RpoD_mono,mRNA
transcription_TU00289_from_RpoD_mono,mRNA
transcription_TU00020_from_RpoD_mono,mRNA
transcription_TU0_14680_with_TERM0_1073_from_RpoD_mono,mRNA
transcription_TU0_12806_from_RpoD_mono,mRNA
transcription_TU00086_from_RpoD_mono,mRNA
transcription_TU00366_from_RpoD_mono,mRNA
transcription_TU0_14820_from_RPOS_MONOMER,mRNA
transcription_TU0_14820_from_RpoD_mono,mRNA
transcription_TU0_4682_from_RpoD_mono,mRNA
transcription_TU0_14252_from_RpoD_mono,mRNA
transcription_TU0_1_from_RpoD_mono,mRNA
transcription_TU00157_from_RpoD_mono,mRNA
transcription_TU0_14573_with_TERM0_1066_from_RpoD_mono,mRNA
transcription_TU0_7603_from_RpoD_mono,mRNA
transcription_TU0_8528_from_RpoD_mono,mRNA
transcription_TU00241_from_RpoD_mono,mRNA
transcription_TU0_6512_with_TERM82_from_RpoD_mono,mRNA
transcription_TU0_14120_from_RpoD_mono,mRNA
transcription_TU0_14193_from_RpoD_mono,mRNA
transcription_TU0_4701_with_TERM0223_from_RpoD_mono,mRNA
transcription_TU0_4701_with_TERM0222_from_RpoD_mono,mRNA
transcription_TU0_14821_from_RPOS_MONOMER,mRNA
transcription_TU0_14821_from_RpoD_mono,mRNA
transcription_TU00427_with_TERM5_from_RPOE_MONOMER,mRNA
transcription_TU00087_with_TYRBT1_from_RpoD_mono,mRNA
transcription_TU00291_with_TERM0_1039_from_RpoD_mono,mRNA
transcription_TU0_13995_from_RpoD_mono,mRNA
transcription_TU00021_with_FIST_from_RpoD_mono,mRNA
transcription_TU0_8756_from_RpoD_mono,mRNA
transcription_TU0_13145_from_RpoD_mono,mRNA
transcription_TU0_13883_from_RpoD_mono,mRNA
transcription_TU00367_from_RpoD_mono,mRNA
transcription_TU_b3247,mRNA
transcription_TU_b3705,mRNA
transcription_RNA_dummy,mRNA
transcription_TU0_14574_with_TERM0_1066_from_RpoD_mono,tRNA
transcription_TU00497_from_RpoD_mono,tRNA
transcription_TU00498_from_RpoD_mono,tRNA
transcription_TU00499_from_RpoD_mono,tRNA
transcription_TU00500_from_RpoD_mono,tRNA
transcription_TU0_13770_from_RpoD_mono,tRNA
transcription_TU00501_from_RpoD_mono,tRNA
transcription_TU00502_from_RpoD_mono,tRNA
transcription_TU0_14486_from_RpoD_mono,tRNA
transcription_TU00503_from_RpoD_mono,tRNA
transcription_TU0_14487_from_RpoD_mono,tRNA
transcription_TU00504_from_RpoD_mono,tRNA
transcription_TU0_3561_from_RpoD_mono,tRNA
transcription_TU00505_from_RpoD_mono,tRNA
transcription_TU0_8476_with_METYT2_from_RpoD_mono,tRNA
transcription_TU0_8476_with_METYT1_from_RpoD_mono,tRNA
transcription_TU00506_from_RpoD_mono,tRNA
transcription_TU00507_from_RpoD_mono,tRNA
transcription_TU00508_from_RpoD_mono,tRNA
transcription_TU00509_from_RpoD_mono,tRNA
transcription_TU00510_from_RpoD_mono,tRNA
transcription_TU0_14512_from_RpoD_mono,tRNA
transcription_TU00511_from_RpoD_mono,tRNA
transcription_TU00512_from_RpoD_mono,tRNA
transcription_TU00513_from_RpoD_mono,tRNA
transcription_TU00514_from_RpoD_mono,tRNA
transcription_TU0_14007_from_RpoD_mono,tRNA
transcription_TU00515_from_RpoD_mono,tRNA
transcription_TU00516_from_RpoD_mono,tRNA
transcription_TU00517_from_RpoD_mono,tRNA
transcription_TU0_1181_from_RpoD_mono,tRNA
transcription_TU00518_from_RpoD_mono,tRNA
transcription_TU0_1182_with_TERM0_1116_from_RpoD_mono,tRNA
transcription_TU0_1182_with_TERM0_1115_from_RpoD_mono,tRNA
transcription_TU00519_from_RpoD_mono,tRNA
transcription_TU0_1183_with_TERM0_1117_from_RpoD_mono,tRNA
transcription_TU00520_from_RpoD_mono,tRNA
transcription_TU0_1184_with_TERM0_1117_from_RpoD_mono,tRNA
transcription_TU00521_from_RpoD_mono,tRNA
transcription_TU0_1186_from_RpoD_mono,tRNA
transcription_TU0_1187_from_RpoD_mono,tRNA
transcription_TU0_1188_from_RpoD_mono,tRNA
transcription_TU0_1189_from_RpoD_mono,tRNA
transcription_TU0_13034_from_RpoD_mono,tRNA
transcription_TU0_1190_from_RpoD_mono,tRNA
transcription_TU0_13035_from_RpoD_mono,tRNA
transcription_TU0_13036_from_RpoD_mono,tRNA
transcription_TU0_1191_from_RpoD_mono,tRNA
transcription_TU0_1192_from_RpoD_mono,tRNA
transcription_TU0_6223_with_TERM86_from_RpoD_mono,tRNA
transcription_TU0_14549_from_RpoD_mono,tRNA
transcription_TU0_14553_from_RpoD_mono,tRNA
transcription_TU0_14370_from_RpoD_mono,tRNA
transcription_TU0_14371_from_RpoD_mono,tRNA
transcription_TU0_14372_from_RpoD_mono,tRNA
transcription_TU00489_from_RpoD_mono,tRNA
transcription_TU341_with_TERM86_from_RpoD_mono,tRNA
transcription_TU00490_from_RpoD_mono,tRNA
transcription_TU343_with_METYT2_from_RpoD_mono,tRNA
transcription_TU343_with_METYT1_from_RpoD_mono,tRNA
transcription_TU00491_from_RpoD_mono,tRNA
transcription_TU00492_from_RpoD_mono,tRNA
transcription_TU00493_from_RpoD_mono,tRNA
transcription_TU0_3364_with_TERM0_1115_from_RpoD_mono,tRNA
transcription_TU0_3364_with_TERM0_1116_from_RpoD_mono,tRNA
transcription_TU00494_from_RpoD_mono,tRNA
transcription_TU00495_from_RpoD_mono,tRNA
transcription_TU0_13704_from_RpoD_mono,tRNA
transcription_TU0_14573_with_TERM0_1066_from_RpoD_mono,tRNA
transcription_TU00496_with_TERM0_1152_from_RpoD_mono,tRNA
transcription_TU00496_with_TERM0_1153_from_RpoD_mono,tRNA
transcription_TU482_with_TERM161_from_RpoD_mono,ncRNA
transcription_TU543_with_TERM0281_from_RpoD_mono,ncRNA
transcription_TU543_with_TERM0282_from_RpoD_mono,ncRNA
transcription_TU543_with_TERM0283_from_RpoD_mono,ncRNA
transcription_TU0_12938_from_RpoD_mono,ncRNA
Demand_pe161_p,lipid
Demand_pe160_p,lipid
Demand_pe160_c,lipid
Demand_pe161_c,lipid
Demand_kdo2lipid4_e,lipid
b0463_lipid_modification_pg120_p_pg160,lipid
b0463_lipid_modification_pg120_p_pe160,lipid
b0463_lipid_modification_pg141_p_pg160,lipid
b0463_lipid_modification_pg141_p_pe160,lipid
b0463_lipid_modification_pg140_p_pg160,lipid
b0463_lipid_modification_pg140_p_pe160,lipid
b0463_lipid_modification_pg181_p_pg160,lipid
b0463_lipid_modification_pg181_p_pe160,lipid
b0463_lipid_modification_pg161_p_pg160,lipid
b0463_lipid_modification_pg161_p_pe160,lipid
b0463_lipid_modification_pg160_p_pg160,lipid
b0463_lipid_modification_pg160_p_pe160,lipid
b0463_lipid_modification_pg180_p_pg160,lipid
b0463_lipid_modification_pg180_p_pe160,lipid
b3265_lipid_modification_pg120_p_pg160,lipid
b3265_lipid_modification_pg120_p_pe160,lipid
b3265_lipid_modification_pg141_p_pg160,lipid
b3265_lipid_modification_pg141_p_pe160,lipid
b3265_lipid_modification_pg140_p_pg160,lipid
b3265_lipid_modification_pg140_p_pe160,lipid
b3265_lipid_modification_pg181_p_pg160,lipid
b3265_lipid_modification_pg181_p_pe160,lipid
b3265_lipid_modification_pg161_p_pg160,lipid
b3265_lipid_modification_pg161_p_pe160,lipid
b3265_lipid_modification_pg160_p_pg160,lipid
b3265_lipid_modification_pg160_p_pe160,lipid
b3265_lipid_modification_pg180_p_pg160,lipid
b3265_lipid_modification_pg180_p_pe160,lipid
b2512_lipid_modification_pg120_p_pg160,lipid
b2512_lipid_modification_pg120_p_pe160,lipid
b2512_lipid_modification_pg141_p_pg160,lipid
b2512_lipid_modification_pg141_p_pe160,lipid
b2512_lipid_modification_pg140_p_pg160,lipid
b2512_lipid_modification_pg140_p_pe160,lipid
b2512_lipid_modification_pg181_p_pg160,lipid
b2512_lipid_modification_pg181_p_pe160,lipid
b2512_lipid_modification_pg161_p_pg160,lipid
b2512_lipid_modification_pg161_p_pe160,lipid
b2512_lipid_modification_pg160_p_pg160,lipid
b2512_lipid_modification_pg160_p_pe160,lipid
b2512_lipid_modification_pg180_p_pg160,lipid
b2512_lipid_modification_pg180_p_pe160,lipid
b2477_lipid_modification_pg120_p_pg160,lipid
b2477_lipid_modification_pg120_p_pe160,lipid
b2477_lipid_modification_pg141_p_pg160,lipid
b2477_lipid_modification_pg141_p_pe160,lipid
b2477_lipid_modification_pg140_p_pg160,lipid
b2477_lipid_modification_pg140_p_pe160,lipid
b2477_lipid_modification_pg181_p_pg160,lipid
b2477_lipid_modification_pg181_p_pe160,lipid
b2477_lipid_modification_pg161_p_pg160,lipid
b2477_lipid_modification_pg161_p_pe160,lipid
b2477_lipid_modification_pg160_p_pg160,lipid
b2477_lipid_modification_pg160_p_pe160,lipid
b2477_lipid_modification_pg180_p_pg160,lipid
b2477_lipid_modification_pg180_p_pe160,lipid
b2595_lipid_modification_pg120_p_pg160,lipid
b2595_lipid_modification_pg120_p_pe160,lipid
b2595_lipid_modification_pg141_p_pg160,lipid
b2595_lipid_modification_pg141_p_pe160,lipid
b2595_lipid_modification_pg140_p_pg160,lipid
b2595_lipid_modification_pg140_p_pe160,lipid
b2595_lipid_modification_pg181_p_pg160,lipid
b2595_lipid_modification_pg181_p_pe160,lipid
b2595_lipid_modification_pg161_p_pg160,lipid
b2595_lipid_modification_pg161_p_pe160,lipid
