reaction,biomass_type
formation_EG10043-MONOMER_mod_mg2,prosthetic_group
formation_EG12440-MONOMER_mod_mg2,prosthetic_group
formation_ValS_mono_mod_mg2,prosthetic_group
formation_PSERPHOSPHA-MONOMER_mod_mg2,prosthetic_group
formation_PRPPSYN-MONOMER_mod_mg2_mod_pi,prosthetic_group
formation_PRPPSYN-MONOMER_mod_mn2_mod_pi,prosthetic_group
formation_GPH-MONOMER_mod_mg2_mod_cl,prosthetic_group
formation_CDPDIGLYSYN-MONOMER_mod_mg2_mod_k,prosthetic_group
formation_Fmt_mono_mod_mg2_mod_k,prosthetic_group
formation_CPLX0-7525_mod_mg2_mod_mn2_mod_thmpp,prosthetic_group
formation_3-ISOPROPYLMALDEHYDROG-CPLX_mod_mg2_mod_mn2,prosthetic_group
formation_GltX_mono_mod_mg2_mod_1:zn2,prosthetic_group
formation_GLYOCARBOLIG-CPLX_mod_mg2_mod_thmpp_mod_fad,prosthetic_group
formation_CPLX0-234_mod_mg2,prosthetic_group
formation_CPLX0-234_mod_mn2,prosthetic_group
formation_CPLX0-234_mod_cobalt2,prosthetic_group
formation_CPLX0-238_mod_mg2,prosthetic_group
formation_CPLX0-243_mod_mg2,prosthetic_group
formation_CPLX0-3482_mod_mg2,prosthetic_group
formation_CPLX0-3721_mod_mg2,prosthetic_group
formation_CPLX0-3841_mod_mg2,prosthetic_group
formation_CPLX0-3948_mod_mg2,prosthetic_group
formation_CPLX0-682_mod_mg2,prosthetic_group
formation_CPLX0-7426_mod_mg2,prosthetic_group
formation_CPLX0-7615_mod_mg2,prosthetic_group
formation_CPLX0-7692_mod_mg2,prosthetic_group
formation_CPLX0-7704_mod_mg2,prosthetic_group
formation_CPLX0-7709_mod_mg2,prosthetic_group
formation_CPLX0-7744_mod_mg2,prosthetic_group
formation_CPLX0-7826_mod_mg2,prosthetic_group
formation_CTPSYN-CPLX_mod_mg2,prosthetic_group
formation_DETHIOBIOTIN-SYN-CPLX_mod_mg2,prosthetic_group
formation_DGTPTRIPHYDRO-CPLX_mod_mg2,prosthetic_group
formation_DIOHBUTANONEPSYN-CPLX_mod_mg2,prosthetic_group
formation_Eno_dim_mod_4:mg2,prosthetic_group
formation_F16B-CPLX_mod_mg2,prosthetic_group
formation_GLUC1PADENYLTRANS-CPLX_mod_mg2,prosthetic_group
formation_GLUCONOKINII-CPLX_mod_mg2,prosthetic_group
formation_GLUTATHIONE-SYN-CPLX_mod_mg2,prosthetic_group
formation_GLUTKIN-CPLX_mod_mg2,prosthetic_group
formation_H2PTEROATESYNTH-CPLX_mod_mg2,prosthetic_group
formation_His_RS_dim_mod_4:mg2,prosthetic_group
formation_KDO-8PPHOSPHAT-CPLX_mod_mg2,prosthetic_group
formation_MENE-CPLX_mod_mg2,prosthetic_group
formation_MENF-CPLX_mod_mg2,prosthetic_group
formation_NAG1P-URIDYLTRANS-CPLX_mod_mg2,prosthetic_group
formation_OROPRIBTRANS-CPLX_mod_mg2,prosthetic_group
formation_PANTOTHENATE-KIN-CPLX_mod_mg2,prosthetic_group
formation_PEPCARBOX-CPLX_mod_mg2,prosthetic_group
formation_PEPSYNTH-CPLX_mod_mg2,prosthetic_group
formation_PPX-CPLX_mod_mg2,prosthetic_group
formation_PRPPAMIDOTRANS-CPLX_mod_mg2,prosthetic_group
formation_QUINOPRIBOTRANS-CPLX_mod_mg2,prosthetic_group
formation_THYMIDYLATESYN-CPLX_mod_mg2,prosthetic_group
formation_UPPSYN-CPLX_mod_mg2,prosthetic_group
formation_H2PTERIDINEPYROPHOSPHOKIN-MONOMER_mod_mg2,prosthetic_group
formation_DXPREDISOM-CPLX_mod_mn2,prosthetic_group
formation_DXPREDISOM-CPLX_mod_cobalt2,prosthetic_group
formation_DXPREDISOM-CPLX_mod_mg2,prosthetic_group
formation_MALIC-NAD-CPLX_mod_mn2,prosthetic_group
formation_MALIC-NAD-CPLX_mod_mg2,prosthetic_group
formation_MALIC-NADP-CPLX_mod_mn2,prosthetic_group
formation_MALIC-NADP-CPLX_mod_mg2,prosthetic_group
formation_SUPEROX-DISMUTMN-CPLX_mod_mn2,prosthetic_group
formation_AGMATIN-CPLX_mod_2:mn2,prosthetic_group
formation_ALPHAGALACTOSID-CPLX_mod_mn2,prosthetic_group
formation_EG12115-MONOMER_mod_mn2,prosthetic_group
formation_PPENTOMUT-MONOMER_mod_mn2,prosthetic_group
formation_TRANSKETOI-CPLX_mod_thmpp_mod_mn2_mod_mg2,prosthetic_group
formation_EG10626-MONOMER_mod_mn2_mod_mg2,prosthetic_group
formation_ARABISOM-CPLX_mod_mn2,prosthetic_group
formation_CPLX0-1683_mod_mn2,prosthetic_group
formation_CPLX0-303_mod_mn2,prosthetic_group
formation_CPLX0-721_mod_mn2,prosthetic_group
formation_CPLX0-7631_mod_mn2,prosthetic_group
formation_CPLX0-7776_mod_mn2,prosthetic_group
formation_CPLX0-7808_mod_mn2,prosthetic_group
formation_CPLX0-7848_mod_mn2,prosthetic_group
formation_CPLX-7524_mod_mn2,prosthetic_group
formation_GLUTAMINESYN-OLIGOMER_mod_mn2,prosthetic_group
formation_HISTDEHYD-CPLX_mod_mn2,prosthetic_group
formation_XYLISOM-CPLX_mod_mn2,prosthetic_group
formation_EG10124-MONOMER_mod_bmocogdp,prosthetic_group
formation_CPLX0-3681_mod_nadp,prosthetic_group
formation_CPLX0-7564_mod_nadph_mod_nadh_mod_fad_mod_cobalt2,prosthetic_group
formation_GLYOXI-CPLX_mod_ni2,prosthetic_group
formation_CPLX0-7838_mod_pydx5p,prosthetic_group
formation_DIAMINOPIMDECARB-CPLX_mod_pydx5p,prosthetic_group
formation_CPLX0-743_mod_thmpp,prosthetic_group
formation_G6701-MONOMER_mod_thmpp,prosthetic_group
formation_HOMOCYSMETB12-MONOMER_mod_zn2_mod_cbl1,prosthetic_group
formation_Ala_RS_tetra_mod_4:zn2,prosthetic_group
formation_ADHC-CPLX_mod_zn2,prosthetic_group
formation_ACETYLORNDEACET-CPLX_mod_zn2,prosthetic_group
formation_CPLX0-7521_mod_zn2,prosthetic_group
formation_CysS_mono_mod_1:zn2,prosthetic_group
formation_G7502-MONOMER_mod_zn2,prosthetic_group
formation_HOMOCYSMET-MONOMER_mod_zn2,prosthetic_group
formation_CPLX-64_mod_cobalt2_mod_zn2,prosthetic_group
formation_CPLX-64_mod_mn2_mod_zn2,prosthetic_group
formation_CPLX-64_mod_ni2_mod_zn2,prosthetic_group
formation_CPLX0-3161_mod_zn2_mod_cobalt2,prosthetic_group
formation_CYTDEAM-MONOMER_mod_fe2_mod_zn2,prosthetic_group
formation_CYTDEAM-MONOMER_mod_mn2_mod_zn2,prosthetic_group
formation_CYTDEAM-MONOMER_mod_cobalt2_mod_zn2,prosthetic_group
formation_EG11095-MONOMER_mod_zn2_mod_fe2_mod_cobalt2_mod_mg2_mod_mn2,prosthetic_group
formation_IPPISOM-MONOMER_mod_mg2_mod_zn2,prosthetic_group
formation_IPPISOM-MONOMER_mod_mn2_mod_zn2,prosthetic_group
formation_DIHYDROOROT-CPLX_mod_2:zn2,prosthetic_group
formation_CPLX0-3061_mod_zn2,prosthetic_group
formation_CPLX0-7633_mod_zn2,prosthetic_group
formation_CYTIDEAM-CPLX_mod_zn2,prosthetic_group
formation_DUTP-PYROP-CPLX_mod_zn2,prosthetic_group
formation_FOLE-CPLX_mod_zn2,prosthetic_group
formation_Met_RS_dim_mod_2:zn2,prosthetic_group
formation_NAG6PDEACET-CPLX_mod_zn2,prosthetic_group
formation_PORPHOBILSYNTH-CPLX_mod_zn2,prosthetic_group
formation_RIBULPEPIM-CPLX_mod_zn2,prosthetic_group
formation_Thr_RS_dim_mod_zn2,prosthetic_group
formation_IleS_mono_mod_2:zn2,prosthetic_group
formation_GLYOXII-MONOMER_mod_zn2,prosthetic_group
formation_CPLX0-7760_mod_4fe4s,prosthetic_group
formation_CPLX0-7761_mod_4fe4s,prosthetic_group
formation_DIHYDROXYACIDDEHYDRAT-CPLX_mod_4fe4s,prosthetic_group
formation_FUMARASE-A_mod_4fe4s,prosthetic_group
formation_FUMARASE-B_mod_4fe4s,prosthetic_group
formation_HEMN-MONOMER_mod_4fe4s,prosthetic_group
formation_BIOTIN-SYN-CPLX_mod_4fe4s_mod_2fe2s,prosthetic_group
formation_OHMETHYLBILANESYN-MONOMER_mod_dpm,prosthetic_group
formation_DIHYDROPTERIREDUCT-CPLX_mod_fad,prosthetic_group
formation_GLUTATHIONE-REDUCT-NADPH-CPLX_mod_fad,prosthetic_group
formation_SARCOX-MONOMER_mod_fad,prosthetic_group
formation_GALPMUT-MONOMER_mod_fad,prosthetic_group
formation_DLACTDEHYDROGFAD-MONOMER_mod_fad,prosthetic_group
formation_L-ASPARTATE-OXID-MONOMER_mod_fad,prosthetic_group
formation_UDPNACETYLMURAMATEDEHYDROG-MONOMER_mod_fad,prosthetic_group
formation_EG10456-MONOMER_mod_fad_mod_pheme,prosthetic_group
formation_PDXH-CPLX_mod_fmn,prosthetic_group
formation_L-LACTDEHYDROGFMN-MONOMER_mod_fmn,prosthetic_group
formation_HYDROPEROXIDII-CPLX_mod_6:hemed,prosthetic_group
formation_DTDPGLUCDEHYDRAT-CPLX_mod_nad,prosthetic_group
formation_UDPGLUCEPIM-CPLX_mod_nad,prosthetic_group
formation_HYDROPEROXIDI-CPLX_mod_pheme,prosthetic_group
formation_ARGDECARBOXDEG-CPLX_mod_pydx5p,prosthetic_group
formation_O-SUCCHOMOSERLYASE-CPLX_mod_pydx5p,prosthetic_group
formation_ACSERLYA-CPLX_mod_2:pydx5p,prosthetic_group
formation_GABATRANSAM-CPLX_mod_pydx5p,prosthetic_group
formation_VALINE-PYRUVATE-AMINOTRANSFER-MONOMER_mod_pydx5p,prosthetic_group
formation_ACSERLYB-CPLX_mod_pydx5p,prosthetic_group
formation_AKBLIG-CPLX_mod_pydx5p,prosthetic_group
formation_CPLX0-1401_mod_pydx5p,prosthetic_group
formation_CPLX0-7465_mod_pydx5p,prosthetic_group
formation_DAPASYN-CPLX_mod_pydx5p,prosthetic_group
formation_DCYSDESULF-CPLX_mod_pydx5p,prosthetic_group
formation_GLUTDECARBOXA-CPLX_mod_pydx5p,prosthetic_group
formation_GLUTDECARBOXB-CPLX_mod_pydx5p,prosthetic_group
formation_GLYCOPHOSPHORYL-CPLX_mod_pydx5p,prosthetic_group
formation_GSAAMINOTRANS-CPLX_mod_pydx5p,prosthetic_group
formation_HISTPHOSTRANS-CPLX_mod_pydx5p,prosthetic_group
formation_LDC2-CPLX_mod_pydx5p,prosthetic_group
formation_LYSDECARBOX-CPLX_mod_pydx5p,prosthetic_group
formation_MALDEXPHOSPHORYL-CPLX_mod_pydx5p,prosthetic_group
formation_ORNDECARBOX-BIO-CPLX_mod_pydx5p,prosthetic_group
formation_ORNDECARBOXDEG-CPLX_mod_pydx5p,prosthetic_group
formation_PSERTRANSAM-CPLX_mod_pydx5p,prosthetic_group
formation_THREDEHYDCAT-CPLX_mod_pydx5p,prosthetic_group
formation_THREDEHYDSYN-CPLX_mod_pydx5p,prosthetic_group
formation_THRESYN-MONOMER_mod_pydx5p,prosthetic_group
formation_G7166-MONOMER_mod_pydx5p,prosthetic_group
formation_DSERDEAM-MONOMER_mod_pydx5p,prosthetic_group
formation_G7596-MONOMER_mod_pydx5p,prosthetic_group
formation_ACETYLORNTRANSAM-CPLX_mod_pydx5p,prosthetic_group
formation_CARBODEHYDRAT-CPLX_mod_zn2,prosthetic_group
formation_ALKAPHOSPHA-CPLX_mod_zn2_mod_mg2,prosthetic_group
formation_THREODEHYD-CPLX_mod_zn2,prosthetic_group
formation_CPLX0-7741_mod_adocbl,prosthetic_group
formation_CPLX0-7719_mod_4fe4s,prosthetic_group
formation_EG12069-MONOMER_mod_fad,prosthetic_group
formation_BETAGALACTOSID-CPLX_mod_mg2,prosthetic_group
formation_PGMI-MONOMER_mod_mn2,prosthetic_group
formation_UDPGLCNACEPIM-MONOMER_mod_nad,prosthetic_group
formation_DTDPGLUCDEHYDRAT2-MONOMER_mod_nad,prosthetic_group
formation_GDPMANDEHYDRA-CPLX_mod_nadp,prosthetic_group
formation_SelA_deca_mod_10:pydx5p,prosthetic_group
formation_LTAA-CPLX_mod_pydx5p,prosthetic_group
formation_G6646-MONOMER_mod_pydx5p,prosthetic_group
formation_USHA-MONOMER_mod_zn2,prosthetic_group
formation_CPLX0-253_mod_fad,prosthetic_group
formation_AROH-CPLX_mod_fe3,prosthetic_group
formation_GLYCRIBONUCSYN-MONOMER_mod_mg2,prosthetic_group
formation_BRANCHED-CHAINAMINOTRANSFER-CPLX_mod_6:pydx5p,prosthetic_group
formation_AERGLYC3PDEHYDROG-CPLX_mod_1:fad,prosthetic_group
formation_SUCCORNTRANSAM-CPLX_mod_pydx5p,prosthetic_group
formation_ISOCITHASE-CPLX_mod_mn2,prosthetic_group
formation_ISOCITHASE-CPLX_mod_mg2,prosthetic_group
formation_CPLX0-250_FORMATEDEHYDROGH-MONOMER_mod_8:4fe4s_mod_2:2fe2s_mod_bmocogdp_mod_NiFeCoCN2,prosthetic_group
formation_G6523-MONOMER_G6518-MONOMER_mod_fmn,prosthetic_group
formation_EG10370-MONOMER_mod_mn2,prosthetic_group
formation_NITRATREDUCTA-CPLX_mod_bmocogdp_mod_3fe4s_mod_4fe4s,prosthetic_group
formation_FLAVONADPREDUCT-MONOMER_mod_fad,prosthetic_group
formation_NITRATREDUCTZ-CPLX_mod_bmocogdp_mod_2:pheme_mod_3:4fe4s_mod_1:3fe4s,prosthetic_group
formation_CPLX0-782_mod_2:4fe4s,prosthetic_group
formation_GCVMULTI-CPLX_mod_lipo,prosthetic_group
formation_IMIDHISTID-CPLX_mod_mn2,prosthetic_group
formation_CPLX0-341_mod_fmn,prosthetic_group
formation_CPLX0-341_mod_mg2,prosthetic_group
formation_CPLX0-1261_mod_thmpp,prosthetic_group
formation_PUTA-CPLX_mod_fad,prosthetic_group
formation_CPLX0-7652_mod_mn2,prosthetic_group
formation_CPLX0-7466_mod_mg2,prosthetic_group
formation_CPLX0-7643_mod_mg2,prosthetic_group
formation_CPLX0-7904_mod_ca2,prosthetic_group
formation_CYSTATHIONINE-BETA-LYASE-CPLX_mod_pydx5p,prosthetic_group
formation_DHHB-METHYLTRANSFER-CPLX_mod_zn2,prosthetic_group
formation_DHPDIOXYGEN-CPLX_mod_fe2,prosthetic_group
formation_GSP-CPLX_mod_mg2,prosthetic_group
formation_GUANYL-KIN-CPLX_mod_mg2,prosthetic_group
formation_LysII_RS_dim_mod_6:mg2,prosthetic_group
formation_LysII_RS_dim_mod_lys__L,prosthetic_group
formation_LYXK-CPLX_mod_mg2,prosthetic_group
formation_PDXK-CPLX_mod_zn2,prosthetic_group
formation_PDXK-CPLX_mod_mg2,prosthetic_group
formation_Ser_RS_dim_mod_mg2,prosthetic_group
formation_TYRB-DIMER_mod_pydx5p,prosthetic_group
formation_G6246-MONOMER_mod_mg2,prosthetic_group
formation_DIHYDROOROTOX-MONOMER_mod_fmn,prosthetic_group
formation_TDK-MONOMER_mod_mg2,prosthetic_group
formation_GARTRANSFORMYL2-MONOMER_mod_mg2,prosthetic_group
formation_UXAC-MONOMER_mod_zn2,prosthetic_group
formation_SPOT-MONOMER_mod_mn2,prosthetic_group
formation_6PFK-1-CPX_mod_mg2,prosthetic_group
formation_ASPAMINOTRANS-DIMER_mod_pydx5p,prosthetic_group
formation_BRANCHED-CHAINAMINOTRANSFER-CPLX_mod_pydx5p,prosthetic_group
formation_USHA-MONOMER_mod_cobalt2,prosthetic_group
formation_CMPKI-MONOMER_mod_mg2,prosthetic_group
formation_MiaB_mono_mod_1:4fe4s,prosthetic_group
formation_RumB_mono_mod_1:4fe4s,prosthetic_group
formation_RumA_mono_mod_1:4fe4s,prosthetic_group
formation_rpL7/12_mod_1:acetyl,prosthetic_group
formation_Def_mono_mod_1:fe2,prosthetic_group
formation_Map_mono_mod_2:fe2,prosthetic_group
formation_Mfd_mono_mod_1:mg2,prosthetic_group
formation_Rnb_mono_mod_1:mg2,prosthetic_group
formation_RluD_mono_mod_1:mg2,prosthetic_group
formation_RpoZ_mono_mod_1:mg2,prosthetic_group
formation_RNase_III_dim_mod_2:mg2,prosthetic_group
formation_RNase_P_cplx_mod_2:mg2,prosthetic_group
formation_Orn_dim_mod_2:mg2,prosthetic_group
formation_MiaA_dim_mod_2:mg2,prosthetic_group
formation_Rho_hexa_mod_3:mg2,prosthetic_group
formation_RNase_T_dim_mod_4:mg2,prosthetic_group
formation_Rnd_mono_mod_5:mg2,prosthetic_group
formation_hRNAP_mod_1:zn2_mod_2:mg2,prosthetic_group
formation_RNase_E_tetra_mod_2:zn2,prosthetic_group
formation_RrmA_dim_mod_2:zn2,prosthetic_group
formation_RNase_BN_dim_mod_2:zn2,prosthetic_group
formation_TadA_dim_mod_2:zn2,prosthetic_group
formation_DnaJ_dim_mod_4:zn2,prosthetic_group
formation_Tgt_hexa_mod_6:zn2,prosthetic_group
formation_RlmN_mono_mod_1:4fe4s,prosthetic_group
formation_MnmC_mono_mod_fad,prosthetic_group
formation_MnmEG_cplx_mod_fad_mod_2:k,prosthetic_group
formation_Rph_mono_mod_mg2,prosthetic_group
formation_NAPAB-CPLX_NAPC-MONOMER_mod_bmocogdp,prosthetic_group
formation_NAP-CPLX_mod_bmocogdp,prosthetic_group
formation_CPLX0-7838_CPLX0-7839_mod_pydx5p,prosthetic_group
formation_GLUCDEHYDROG-MONOMER_mod_pqq,prosthetic_group
formation_CPLX0-246_CPLX0-1342_mod_pydx5p,prosthetic_group
formation_IscS_mod_2:pydx5p,prosthetic_group
formation_YdaO_dim_mod_4fe4s,prosthetic_group
formation_ATPSYN-CPLX_EG10106-MONOMER_mod_mg2,prosthetic_group
formation_QueG_mono_mod_2:4fe4s,prosthetic_group
formation_PYRUVFORMLY-INACTIVE-CPLX_mod_glycyl,prosthetic_group
formation_PYRUVFORMLY-MONOMER_EG11784-MONOMER_mod_glycyl,prosthetic_group
formation_KETOBUTFORMLY-INACT-MONOMER_mod_glycyl,prosthetic_group
formation_EG11910-MONOMER_dimer_EG11911-MONOMER_mod_glycyl,prosthetic_group
formation_ADCLY-CPLX_mod_pydx5p,prosthetic_group
formation_CYT-O-UBIOX-CPLX_mod_pheme_mod_hemeO_mod_cu2,prosthetic_group
formation_ribosome,prosthetic_group
formation_2OXOGLUTARATEDEH-CPLX_mod_mg2_mod_lipoalt,prosthetic_group
formation_PYRUVATEDEH-CPLX_mod_mg2_mod_fad_mod_thmpp_mod_lipoalt,prosthetic_group
formation_GCVMULTI-CPLX_mod_lipoalt,prosthetic_group
EX_ca2_e,env
EX_cl_e,env
EX_co2_e,env
EX_cobalt2_e,env
EX_cu2_e,env
EX_fe2_e,env
EX_fe3_e,env
EX_h_e,env
EX_h2o_e,env
EX_k_e,env
EX_mg2_e,env
EX_mn2_e,env
EX_mobd_e,env
EX_na1_e,env
EX_nh4_e,env
EX_ni2_e,env
EX_o2_e,env
EX_pi_e,env
EX_sel_e,env
EX_slnt_e,env
EX_so4_e,env
EX_tungs_e,env
EX_zn2_e,env
EX_LI_c,env
EX_cs_e,env
EX_tl_c,env
EX_RNase_m5,env
EX_RNase_m16,env
EX_RNase_m23,env
EX_glc__D_e,env
EX_ac_e,env
EX_lcts_e,env
EX_glyc_e,env
EX_arg__L_e,env
EX_no3_e,env
EX_succ_e,env
biomass_dilution,mu
